State_Name,District_Name,Data Type,jan,feb,mar,apr,may,jun,jul,aug,sept,oct,nov,dec
ANDHRA PRADESH,PRAKASAM,Cloud cover,16.13,12.82,18.82,23.87,34.65,59.17,76.91,69.97,58.55,45.51,33.34,24.04
ANDHRA PRADESH,PRAKASAM,Vapour pressure,18.01,18.09,19.39,23.81,25.64,26.64,26.19,26.14,26.84,24.61,20.57,18.47
ANDHRA PRADESH,PRAKASAM,Wet day frequency,0.49,0.40,0.52,1.08,2.68,4.64,6.88,7.29,7.27,6.62,4.28,1.29
ANDHRA PRADESH,PRAKASAM,Diurnal temperature range,11.86,12.89,13.61,12.90,12.34,10.28,8.94,8.53,8.80,8.94,9.47,10.56
ANDHRA PRADESH,PRAKASAM,Ground frost frequency,0.43,0.78,0.69,0.46,0.21,0.09,0.09,0.07,0.12,0.28,0.35,0.44
ANDHRA PRADESH,PRAKASAM,Reference Crop Evapotranspiration,3.82,4.70,5.80,6.45,6.65,5.86,5.24,4.97,4.77,4.22,3.64,3.44
ANDHRA PRADESH,PRAKASAM,Potential Evapotranspiration,5.84,6.68,7.50,7.89,7.92,6.94,6.07,5.90,5.92,5.69,5.41,5.36
ANDHRA PRADESH,RANGAREDDI,Precipitation,1.85,3.26,5.12,18.86,36.03,110.17,173.23,163.29,184.08,91.26,20.45,4.97
ANDHRA PRADESH,RANGAREDDI,Minimum temperature,16.44,18.41,21.67,24.61,25.59,23.61,22.35,21.95,21.86,21.01,17.96,15.90
ANDHRA PRADESH,RANGAREDDI,Average temperature,22.96,25.36,28.81,31.54,32.42,29.17,26.87,26.32,26.47,26.07,23.59,22.11
ANDHRA PRADESH,RANGAREDDI,Maximum temperature,29.51,32.31,36.01,38.47,39.27,34.77,31.42,30.71,31.11,31.18,29.25,28.36
ANDHRA PRADESH,RANGAREDDI,Cloud cover,10.21,10.04,19.16,21.64,31.64,56.95,78.81,72.58,58.75,39.20,24.99,15.88
ANDHRA PRADESH,RANGAREDDI,Vapour pressure,14.09,13.78,14.16,18.42,20.14,24.74,24.96,24.33,24.60,20.22,15.88,13.94
ANDHRA PRADESH,RANGAREDDI,Wet day frequency,0.36,0.47,0.84,1.71,2.67,6.75,9.80,9.19,8.65,4.66,1.75,0.46
ANDHRA PRADESH,RANGAREDDI,Diurnal temperature range,13.06,13.90,14.34,13.85,13.67,11.16,9.06,8.75,9.25,10.16,11.27,12.45
ANDHRA PRADESH,RANGAREDDI,Ground frost frequency,0.03,0.05,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.04
ANDHRA PRADESH,RANGAREDDI,Reference Crop Evapotranspiration,3.80,4.69,5.84,6.62,6.93,5.91,5.05,4.80,4.65,4.32,3.76,3.51
ANDHRA PRADESH,RANGAREDDI,Potential Evapotranspiration,5.97,6.75,7.57,8.16,8.41,7.25,6.00,5.81,5.88,5.97,5.77,5.65
ANDHRA PRADESH,SRIKAKULAM,Precipitation,7.68,10.36,9.66,31.21,43.19,118.43,147.65,165.12,171.46,174.21,68.82,4.11
ANDHRA PRADESH,SRIKAKULAM,Minimum temperature,15.64,17.43,20.29,22.86,24.44,23.96,23.17,23.03,22.76,21.44,18.39,15.66
ANDHRA PRADESH,SRIKAKULAM,Average temperature,20.72,22.54,25.19,27.21,28.52,27.63,26.14,26.01,25.96,25.07,22.70,20.59
ANDHRA PRADESH,SRIKAKULAM,Maximum temperature,25.83,27.68,30.12,31.59,32.63,31.33,29.14,29.00,29.20,28.73,27.02,25.57
ANDHRA PRADESH,SRIKAKULAM,Cloud cover,18.47,14.93,22.56,25.51,36.48,60.46,73.20,69.74,59.39,41.26,26.33,22.00
ANDHRA PRADESH,SRIKAKULAM,Vapour pressure,18.00,20.67,24.30,27.82,30.26,30.05,28.35,28.35,28.38,25.50,19.86,16.97
ANDHRA PRADESH,SRIKAKULAM,Wet day frequency,0.93,1.00,0.87,1.80,2.94,6.36,9.23,9.14,8.18,6.50,2.73,0.55
ANDHRA PRADESH,SRIKAKULAM,Diurnal temperature range,10.17,10.24,9.83,8.72,8.19,7.36,5.96,5.96,6.44,7.28,8.62,9.90
ANDHRA PRADESH,SRIKAKULAM,Ground frost frequency,0.21,0.32,0.22,0.20,0.09,0.09,0.03,0.03,0.10,0.11,0.19,0.23
ANDHRA PRADESH,SRIKAKULAM,Reference Crop Evapotranspiration,3.10,3.71,4.46,4.83,5.02,4.72,4.09,3.96,3.84,3.54,3.15,2.93
ANDHRA PRADESH,SRIKAKULAM,Potential Evapotranspiration,4.93,5.53,6.02,6.24,6.23,5.63,4.79,4.70,4.77,4.88,4.89,4.76
ANDHRA PRADESH,VISAKHAPATNAM,Precipitation,5.39,10.92,8.81,34.65,41.62,134.68,200.13,198.06,194.35,168.87,86.96,9.89
ANDHRA PRADESH,VISAKHAPATNAM,Minimum temperature,16.99,18.75,21.29,24.17,26.00,25.38,24.22,24.10,23.92,22.57,19.59,16.96
ANDHRA PRADESH,VISAKHAPATNAM,Average temperature,22.41,24.41,27.12,29.64,31.31,29.93,27.69,27.41,27.55,26.61,24.25,22.19
ANDHRA PRADESH,VISAKHAPATNAM,Maximum temperature,27.88,30.11,32.98,35.15,36.65,34.50,31.20,30.76,31.22,30.69,28.94,27.49
ANDHRA PRADESH,VISAKHAPATNAM,Cloud cover,19.55,15.69,23.91,26.90,38.90,63.51,78.94,74.61,63.46,44.81,29.81,24.50
ANDHRA PRADESH,VISAKHAPATNAM,Vapour pressure,19.24,21.11,23.59,27.54,29.75,29.70,29.00,28.94,29.54,26.57,21.34,18.82
ANDHRA PRADESH,VISAKHAPATNAM,Wet day frequency,0.78,1.06,1.01,1.93,3.12,7.82,12.86,12.56,9.96,6.88,3.10,0.78
ANDHRA PRADESH,VISAKHAPATNAM,Diurnal temperature range,10.87,11.35,11.68,10.97,10.63,9.11,6.97,6.65,7.29,8.12,9.34,10.52
ANDHRA PRADESH,VISAKHAPATNAM,Ground frost frequency,0.40,0.57,0.50,0.46,0.18,0.10,0.07,0.08,0.14,0.31,0.36,0.44
ANDHRA PRADESH,VISAKHAPATNAM,Reference Crop Evapotranspiration,3.39,4.11,5.06,5.66,5.99,5.44,4.53,4.29,4.22,3.88,3.44,3.18
ANDHRA PRADESH,VISAKHAPATNAM,Potential Evapotranspiration,5.35,6.08,6.79,7.20,7.30,6.50,5.35,5.12,5.25,5.34,5.28,5.14
ANDHRA PRADESH,VIZIANAGARAM,Precipitation,8.48,10.75,10.82,47.66,50.29,129.31,204.96,220.06,197.08,160.26,68.42,6.68
ANDHRA PRADESH,VIZIANAGARAM,Minimum temperature,15.12,17.02,19.99,22.79,24.50,24.00,23.03,22.91,22.57,21.11,17.87,15.06
ANDHRA PRADESH,VIZIANAGARAM,Average temperature,20.94,22.89,25.78,28.06,29.52,28.24,26.31,26.16,26.15,25.21,22.73,20.66
ANDHRA PRADESH,VIZIANAGARAM,Maximum temperature,26.79,28.81,31.61,33.37,34.56,32.50,29.64,29.44,29.75,29.35,27.61,26.29
ANDHRA PRADESH,VIZIANAGARAM,Cloud cover,20.16,16.04,24.56,27.01,39.50,64.44,78.42,74.77,63.94,44.39,28.45,24.30
ANDHRA PRADESH,VIZIANAGARAM,Vapour pressure,17.62,19.96,22.85,26.60,28.88,29.35,27.96,27.87,28.14,25.14,19.43,16.79
ANDHRA PRADESH,VIZIANAGARAM,Wet day frequency,0.91,1.14,1.06,2.41,3.56,7.67,12.64,12.30,10.18,6.56,2.83,0.66
ANDHRA PRADESH,VIZIANAGARAM,Diurnal temperature range,11.66,11.79,11.62,10.57,10.06,8.50,6.60,6.53,7.17,8.23,9.73,11.22
ANDHRA PRADESH,VIZIANAGARAM,Ground frost frequency,0.99,1.25,1.06,0.83,0.43,0.28,0.17,0.20,0.42,0.66,0.80,1.05
ANDHRA PRADESH,VIZIANAGARAM,Reference Crop Evapotranspiration,3.34,4.00,4.88,5.37,5.63,5.09,4.28,4.14,4.05,3.76,3.35,3.12
ANDHRA PRADESH,VIZIANAGARAM,Potential Evapotranspiration,5.35,6.03,6.66,7.01,7.04,6.19,5.15,5.00,5.13,5.28,5.27,5.13
ANDHRA PRADESH,WARANGAL,Precipitation,4.23,7.30,9.01,20.06,28.31,120.66,184.37,161.32,173.16,94.19,26.92,4.58
ANDHRA PRADESH,WARANGAL,Minimum temperature,16.57,18.58,21.40,24.63,27.05,25.55,23.74,23.50,23.19,21.63,18.23,15.83
ANDHRA PRADESH,WARANGAL,Average temperature,22.86,25.25,28.43,31.42,33.46,30.85,27.81,27.27,27.36,26.58,23.85,22.03
ANDHRA PRADESH,WARANGAL,Maximum temperature,29.20,31.95,35.50,38.22,39.92,36.17,31.95,31.12,31.57,31.56,29.52,28.29
ANDHRA PRADESH,WARANGAL,Cloud cover,12.32,11.12,20.77,23.27,32.66,57.90,78.70,73.87,60.13,40.34,25.39,17.31
ANDHRA PRADESH,WARANGAL,Vapour pressure,16.34,16.57,17.26,21.26,23.13,25.50,27.65,27.04,27.65,22.68,18.06,15.99
ANDHRA PRADESH,WARANGAL,Wet day frequency,0.46,0.76,0.95,1.30,2.11,6.48,10.11,8.78,7.40,4.65,1.72,0.42
ANDHRA PRADESH,WARANGAL,Diurnal temperature range,12.63,13.36,14.10,13.57,12.86,10.60,8.20,7.60,8.37,9.91,11.28,12.45
ANDHRA PRADESH,WARANGAL,Ground frost frequency,0.02,0.04,0.04,0.04,0.02,0.00,0.00,0.00,0.00,0.03,0.03,0.03
ANDHRA PRADESH,WARANGAL,Reference Crop Evapotranspiration,3.68,4.53,5.71,6.54,6.89,5.98,4.91,4.56,4.49,4.28,3.73,3.44
ANDHRA PRADESH,WARANGAL,Potential Evapotranspiration,5.79,6.60,7.45,8.02,8.18,7.19,5.81,5.45,5.64,5.88,5.74,5.57
ANDHRA PRADESH,WEST GODAVARI,Precipitation,2.76,7.19,5.65,15.25,39.98,113.40,181.33,162.45,172.46,161.19,82.96,11.83
ANDHRA PRADESH,WEST GODAVARI,Minimum temperature,18.31,19.82,21.86,24.84,27.00,26.49,25.10,24.97,24.73,23.51,20.76,18.57
ANDHRA PRADESH,WEST GODAVARI,Average temperature,23.44,25.18,27.48,30.08,32.41,31.39,29.01,28.59,28.49,27.52,25.21,23.46
ANDHRA PRADESH,WEST GODAVARI,Maximum temperature,28.59,30.59,33.13,35.33,37.88,36.30,32.95,32.23,32.27,31.54,29.67,28.40
ANDHRA PRADESH,WEST GODAVARI,Cloud cover,17.62,13.77,21.50,25.31,36.32,60.53,77.58,72.14,60.71,44.45,31.35,24.21
ANDHRA PRADESH,WEST GODAVARI,Vapour pressure,20.16,21.35,23.40,27.56,29.61,29.36,29.24,29.07,30.01,27.12,22.41,20.14
ANDHRA PRADESH,WEST GODAVARI,Wet day frequency,0.46,0.85,0.90,1.18,2.29,6.25,10.46,9.94,8.34,6.95,3.32,0.90
ANDHRA PRADESH,WEST GODAVARI,Diurnal temperature range,10.27,10.76,11.26,10.49,10.86,9.79,7.84,7.26,7.54,8.03,8.91,9.81
ANDHRA PRADESH,WEST GODAVARI,Ground frost frequency,0.05,0.10,0.07,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.04
ANDHRA PRADESH,WEST GODAVARI,Reference Crop Evapotranspiration,3.43,4.13,5.05,5.59,6.17,5.79,4.91,4.58,4.39,3.97,3.48,3.24
ANDHRA PRADESH,WEST GODAVARI,Potential Evapotranspiration,5.41,6.11,6.79,7.10,7.41,6.81,5.73,5.43,5.44,5.40,5.26,5.15
ARUNACHAL PRADESH,CHANGLANG,Precipitation,18.33,34.86,62.12,117.89,202.46,353.45,369.58,307.26,233.94,131.27,25.55,11.65
ARUNACHAL PRADESH,CHANGLANG,Minimum temperature,4.93,7.19,10.45,13.24,16.27,18.88,19.62,19.55,18.68,15.53,10.23,6.07
ARUNACHAL PRADESH,CHANGLANG,Average temperature,11.61,13.25,16.43,18.73,20.88,22.64,23.19,23.21,22.65,20.28,16.20,12.70
ARUNACHAL PRADESH,CHANGLANG,Maximum temperature,18.30,19.33,22.43,24.25,25.54,26.43,26.79,26.90,26.66,25.08,22.19,19.37
ARUNACHAL PRADESH,CHANGLANG,Cloud cover,28.13,35.86,43.12,55.41,64.38,79.88,84.10,81.78,74.74,54.24,36.47,28.52
ARUNACHAL PRADESH,CHANGLANG,Vapour pressure,10.97,11.76,13.84,16.70,20.24,24.21,25.25,25.43,24.37,20.37,15.18,11.97
ARUNACHAL PRADESH,CHANGLANG,Wet day frequency,4.41,4.81,6.86,7.96,10.33,15.09,17.14,15.23,12.23,7.94,3.82,2.74
ARUNACHAL PRADESH,CHANGLANG,Diurnal temperature range,13.36,12.13,11.97,11.01,9.27,7.55,7.16,7.35,7.97,9.54,11.95,13.29
ARUNACHAL PRADESH,CHANGLANG,Ground frost frequency,8.03,5.53,3.92,2.70,1.52,0.41,0.18,0.25,0.50,1.61,3.94,6.75
ARUNACHAL PRADESH,CHANGLANG,Reference Crop Evapotranspiration,2.23,2.70,3.61,4.28,4.52,4.39,4.29,4.10,3.73,3.20,2.61,2.18
ARUNACHAL PRADESH,CHANGLANG,Potential Evapotranspiration,4.24,4.57,5.42,5.91,5.89,5.38,5.18,5.04,4.84,4.80,4.61,4.24
ARUNACHAL PRADESH,DIBANG VALLEY,Precipitation,19.48,33.37,60.20,118.74,186.81,293.10,330.01,272.73,204.25,97.04,18.64,10.38
ARUNACHAL PRADESH,DIBANG VALLEY,Minimum temperature,3.91,6.72,10.08,12.89,16.07,18.89,19.94,19.69,18.51,14.74,9.12,4.69
ARUNACHAL PRADESH,DIBANG VALLEY,Average temperature,10.68,12.71,16.06,18.45,21.00,23.38,24.22,24.09,23.00,20.05,15.61,11.71
ARUNACHAL PRADESH,DIBANG VALLEY,Maximum temperature,17.48,18.72,22.07,24.03,25.97,27.91,28.53,28.53,27.54,25.40,22.14,18.75
ARUNACHAL PRADESH,DIBANG VALLEY,Cloud cover,30.40,39.62,47.27,57.80,63.06,75.35,79.65,76.65,69.88,50.85,36.44,30.44
ARUNACHAL PRADESH,DIBANG VALLEY,Vapour pressure,10.64,11.58,13.77,16.38,19.84,23.74,25.25,25.32,23.93,19.47,14.50,11.52
ARUNACHAL PRADESH,DIBANG VALLEY,Wet day frequency,3.94,5.74,7.69,10.08,11.87,16.07,17.64,14.56,12.49,6.47,2.47,2.04
ARUNACHAL PRADESH,DIBANG VALLEY,Diurnal temperature range,13.56,11.98,11.98,11.14,9.89,9.01,8.58,8.83,9.02,10.65,13.02,14.04
ARUNACHAL PRADESH,DIBANG VALLEY,Ground frost frequency,10.80,7.90,6.35,3.61,1.25,0.13,0.00,0.04,0.24,2.20,6.84,10.11
ARUNACHAL PRADESH,DIBANG VALLEY,Reference Crop Evapotranspiration,2.11,2.57,3.52,4.24,4.66,4.88,4.80,4.55,3.94,3.28,2.59,2.09
ARUNACHAL PRADESH,DIBANG VALLEY,Potential Evapotranspiration,4.04,4.33,5.23,5.81,6.05,5.96,5.79,5.62,5.18,4.98,4.61,4.11
ARUNACHAL PRADESH,EAST KAMENG,Precipitation,12.23,21.02,48.87,156.54,280.45,406.58,435.06,348.48,247.59,109.59,15.43,9.27
ARUNACHAL PRADESH,EAST KAMENG,Minimum temperature,8.73,10.99,14.50,17.54,19.81,22.66,23.49,23.46,22.57,19.47,14.67,10.27
ARUNACHAL PRADESH,EAST KAMENG,Average temperature,15.22,17.26,21.03,23.07,24.49,26.48,27.01,27.07,26.40,24.19,20.46,16.45
ARUNACHAL PRADESH,EAST KAMENG,Maximum temperature,21.74,23.58,27.58,28.63,29.21,30.34,30.55,30.71,30.26,28.95,26.28,22.67
ARUNACHAL PRADESH,EAST KAMENG,Cloud cover,25.74,35.19,43.52,53.99,62.62,75.40,80.97,78.66,71.04,47.69,31.70,26.73
ARUNACHAL PRADESH,EAST KAMENG,Vapour pressure,14.01,14.91,16.74,20.31,24.71,28.73,29.88,30.71,29.32,24.97,19.65,15.78
ARUNACHAL PRADESH,EAST KAMENG,Wet day frequency,1.13,1.94,3.30,7.76,11.18,12.93,13.67,11.69,9.67,4.65,1.28,0.99
ARUNACHAL PRADESH,EAST KAMENG,Diurnal temperature range,13.00,12.58,13.07,11.08,9.39,7.68,7.05,7.25,7.68,9.46,11.60,12.39
ARUNACHAL PRADESH,EAST KAMENG,Ground frost frequency,3.29,2.37,1.94,1.30,0.72,0.14,0.04,0.10,0.20,0.92,1.94,2.66
ARUNACHAL PRADESH,EAST KAMENG,Reference Crop Evapotranspiration,2.47,3.11,4.28,4.81,4.96,4.83,4.63,4.44,3.99,3.50,2.89,2.36
ARUNACHAL PRADESH,EAST KAMENG,Potential Evapotranspiration,4.47,4.88,5.94,6.27,6.20,5.70,5.39,5.24,4.99,5.07,4.87,4.40
ARUNACHAL PRADESH,EAST SIANG,Precipitation,22.00,39.12,70.47,146.40,234.72,343.74,384.47,311.13,234.49,109.91,21.37,13.69
ARUNACHAL PRADESH,EAST SIANG,Minimum temperature,6.19,8.97,12.31,15.18,18.28,20.96,21.84,21.78,20.76,17.29,11.80,7.14
ARUNACHAL PRADESH,EAST SIANG,Average temperature,12.90,14.90,18.30,20.43,22.83,25.08,25.81,25.78,24.85,22.24,17.98,13.93
ARUNACHAL PRADESH,EAST SIANG,Maximum temperature,19.65,20.87,24.32,25.72,27.42,29.24,29.81,29.82,28.99,27.23,24.20,20.74
ARUNACHAL PRADESH,EAST SIANG,Cloud cover,28.67,37.71,46.03,56.71,62.57,75.31,79.40,76.62,69.93,49.60,35.19,29.49
ARUNACHAL PRADESH,EAST SIANG,Vapour pressure,12.55,13.60,16.01,18.90,22.77,26.76,28.22,28.58,27.16,22.43,17.16,13.69
ARUNACHAL PRADESH,EAST SIANG,Wet day frequency,3.31,4.91,7.05,10.57,13.08,16.60,18.70,15.08,12.92,6.22,2.02,1.54
ARUNACHAL PRADESH,EAST SIANG,Diurnal temperature range,13.45,11.88,12.00,10.54,9.13,8.28,7.95,8.03,8.22,9.94,12.39,13.59
ARUNACHAL PRADESH,EAST SIANG,Ground frost frequency,6.55,4.67,3.72,2.17,0.66,0.04,0.00,0.01,0.09,1.27,4.01,5.96
ARUNACHAL PRADESH,EAST SIANG,Reference Crop Evapotranspiration,2.28,2.76,3.78,4.36,4.70,4.88,4.80,4.53,3.96,3.37,2.73,2.23
ARUNACHAL PRADESH,EAST SIANG,Potential Evapotranspiration,4.25,4.54,5.46,5.86,5.99,5.84,5.69,5.48,5.08,5.01,4.73,4.27
ARUNACHAL PRADESH,LOHIT,Precipitation,21.31,38.29,66.08,122.36,198.83,327.66,356.09,302.30,227.11,120.21,23.53,12.11
ARUNACHAL PRADESH,LOHIT,Minimum temperature,5.93,8.58,12.08,14.85,17.97,20.52,21.38,21.23,20.18,16.81,11.30,6.84
ARUNACHAL PRADESH,LOHIT,Average temperature,12.62,14.58,17.97,20.32,22.66,24.56,25.22,25.17,24.35,21.74,17.48,13.67
ARUNACHAL PRADESH,LOHIT,Maximum temperature,19.34,20.61,23.90,25.82,27.39,28.64,29.10,29.14,28.55,26.72,23.69,20.52
ARUNACHAL PRADESH,LOHIT,Cloud cover,29.95,38.16,45.13,56.00,63.84,77.98,81.45,78.16,72.61,54.20,38.37,31.09
ARUNACHAL PRADESH,LOHIT,Vapour pressure,11.83,12.75,15.03,17.93,21.66,25.87,27.26,27.46,26.09,21.66,16.23,12.88
ARUNACHAL PRADESH,LOHIT,Wet day frequency,4.44,5.53,7.86,8.38,9.88,14.61,16.69,14.58,11.60,7.46,3.35,2.82
ARUNACHAL PRADESH,LOHIT,Diurnal temperature range,13.40,12.02,11.82,10.96,9.42,8.11,7.71,7.90,8.36,9.90,12.37,13.67
ARUNACHAL PRADESH,LOHIT,Ground frost frequency,7.16,5.05,3.45,1.85,0.72,0.20,0.08,0.12,0.29,1.09,3.78,6.45
ARUNACHAL PRADESH,LOHIT,Reference Crop Evapotranspiration,2.27,2.77,3.72,4.44,4.75,4.77,4.67,4.44,3.95,3.34,2.71,2.24
ARUNACHAL PRADESH,LOHIT,Potential Evapotranspiration,4.22,4.54,5.41,5.97,6.04,5.70,5.53,5.37,5.04,4.91,4.65,4.25
ARUNACHAL PRADESH,LOWER SUBANSIRI,Precipitation,11.47,21.42,47.40,136.69,233.25,369.70,398.88,312.41,227.89,99.99,15.62,9.96
ARUNACHAL PRADESH,LOWER SUBANSIRI,Minimum temperature,3.78,6.07,9.46,12.41,15.25,18.41,19.26,19.07,18.11,14.41,9.38,5.31
ARUNACHAL PRADESH,LOWER SUBANSIRI,Average temperature,10.61,12.44,15.92,18.15,20.28,22.66,23.18,23.06,22.35,19.67,15.63,11.92
ARUNACHAL PRADESH,LOWER SUBANSIRI,Maximum temperature,17.47,18.85,22.42,23.93,25.34,26.95,27.15,27.10,26.63,24.97,21.91,18.55
ARUNACHAL PRADESH,LOWER SUBANSIRI,Cloud cover,26.06,36.15,44.69,55.67,62.98,75.73,82.35,80.40,72.23,47.09,30.95,25.64
ARUNACHAL PRADESH,LOWER SUBANSIRI,Vapour pressure,10.77,11.56,13.28,16.17,19.82,23.46,24.57,25.01,23.73,19.66,15.08,12.03
ARUNACHAL PRADESH,LOWER SUBANSIRI,Wet day frequency,1.37,2.60,3.60,7.08,11.33,13.94,15.06,13.13,10.39,4.86,1.62,1.04
ARUNACHAL PRADESH,LOWER SUBANSIRI,Diurnal temperature range,13.67,12.77,12.94,11.50,10.08,8.53,7.88,8.03,8.51,10.55,12.52,13.23
ARUNACHAL PRADESH,LOWER SUBANSIRI,Ground frost frequency,9.45,7.60,6.91,5.22,2.81,0.58,0.21,0.40,0.92,3.85,6.85,8.62
ARUNACHAL PRADESH,LOWER SUBANSIRI,Reference Crop Evapotranspiration,2.07,2.58,3.67,4.27,4.60,4.64,4.47,4.23,3.78,3.25,2.58,2.01
ARUNACHAL PRADESH,LOWER SUBANSIRI,Potential Evapotranspiration,4.00,4.35,5.46,5.91,6.04,5.71,5.42,5.23,4.97,5.01,4.66,4.02
ARUNACHAL PRADESH,TAWANG,Precipitation,9.10,14.16,42.31,146.03,252.07,441.36,492.53,375.72,278.45,111.49,13.83,6.98
ARUNACHAL PRADESH,TAWANG,Minimum temperature,2.51,4.61,8.38,11.51,14.19,17.12,17.93,17.83,16.82,13.10,8.18,4.16
ARUNACHAL PRADESH,TAWANG,Average temperature,8.94,10.79,14.61,17.00,18.99,21.28,21.66,21.67,20.90,18.18,14.08,10.39
ARUNACHAL PRADESH,TAWANG,Maximum temperature,15.40,17.01,20.87,22.52,23.82,25.47,25.43,25.56,25.03,23.30,20.02,16.65
ARUNACHAL PRADESH,TAWANG,Cloud cover,25.89,36.08,44.42,53.92,62.29,74.53,82.95,81.27,72.41,44.81,28.52,24.72
ARUNACHAL PRADESH,TAWANG,Vapour pressure,9.45,10.10,11.52,14.45,18.14,21.59,22.64,22.90,21.59,17.74,13.20,10.51
ARUNACHAL PRADESH,TAWANG,Wet day frequency,1.09,1.26,3.04,6.33,12.24,14.53,15.64,14.06,10.48,3.90,1.06,0.82
ARUNACHAL PRADESH,TAWANG,Diurnal temperature range,12.88,12.39,12.49,11.00,9.62,8.35,7.49,7.72,8.20,10.19,11.82,12.48
ARUNACHAL PRADESH,TAWANG,Ground frost frequency,11.20,8.69,7.32,4.76,2.58,0.31,0.13,0.34,0.65,3.65,6.98,9.54
ARUNACHAL PRADESH,TAWANG,Reference Crop Evapotranspiration,1.97,2.49,3.48,4.07,4.37,4.46,4.22,4.04,3.61,3.11,2.41,1.93
ARUNACHAL PRADESH,TAWANG,Potential Evapotranspiration,4.01,4.37,5.32,5.79,5.88,5.65,5.23,5.07,4.85,4.97,4.58,4.05
ARUNACHAL PRADESH,TIRAP,Precipitation,17.05,34.30,61.79,128.77,230.52,374.88,382.90,318.08,236.56,135.75,28.40,11.81
ARUNACHAL PRADESH,TIRAP,Minimum temperature,4.86,6.82,9.83,12.70,15.62,18.22,18.87,18.86,18.18,15.18,10.18,6.20
ARUNACHAL PRADESH,TIRAP,Average temperature,11.37,12.75,15.84,17.96,20.03,21.78,22.31,22.31,21.93,19.71,15.83,12.47
ARUNACHAL PRADESH,TIRAP,Maximum temperature,17.90,18.71,21.88,23.26,24.49,25.37,25.78,25.79,25.71,24.27,21.50,18.77
ARUNACHAL PRADESH,TIRAP,Cloud cover,26.46,34.38,42.39,54.54,64.80,80.25,85.25,83.35,75.31,52.76,34.18,26.31
ARUNACHAL PRADESH,TIRAP,Vapour pressure,10.89,11.57,13.56,16.57,20.05,23.73,24.54,24.76,23.95,20.17,15.18,11.93
ARUNACHAL PRADESH,TIRAP,Wet day frequency,2.69,3.28,5.39,7.53,10.75,15.22,17.52,15.02,12.28,6.94,2.72,1.46
ARUNACHAL PRADESH,TIRAP,Diurnal temperature range,13.03,11.89,12.04,10.55,8.87,7.15,6.90,6.92,7.52,9.08,11.31,12.56
ARUNACHAL PRADESH,TIRAP,Ground frost frequency,7.57,5.37,4.24,3.43,2.44,0.76,0.38,0.57,0.94,2.25,3.99,6.23
ARUNACHAL PRADESH,TIRAP,Reference Crop Evapotranspiration,2.21,2.65,3.57,4.11,4.31,4.17,4.11,3.89,3.57,3.09,2.53,2.12
ARUNACHAL PRADESH,TIRAP,Potential Evapotranspiration,4.25,4.55,5.43,5.77,5.70,5.17,5.02,4.81,4.67,4.72,4.56,4.22
ARUNACHAL PRADESH,UPPER SUBANSIRI,Precipitation,10.49,20.22,42.72,116.70,191.06,325.14,366.37,279.90,205.55,83.96,13.84,8.56
ARUNACHAL PRADESH,UPPER SUBANSIRI,Minimum temperature,0.06,2.38,5.73,8.77,12.13,15.52,16.49,16.17,15.08,10.81,5.47,1.43
ARUNACHAL PRADESH,UPPER SUBANSIRI,Average temperature,7.26,8.98,12.33,14.82,17.48,20.18,20.82,20.60,19.71,16.54,12.19,8.52
ARUNACHAL PRADESH,UPPER SUBANSIRI,Maximum temperature,14.48,15.60,18.95,20.91,22.87,24.89,25.18,25.05,24.37,22.30,18.95,15.63
ARUNACHAL PRADESH,UPPER SUBANSIRI,Cloud cover,27.00,37.46,46.23,57.05,62.57,75.34,82.57,80.74,72.18,46.36,30.26,25.55
ARUNACHAL PRADESH,UPPER SUBANSIRI,Vapour pressure,8.55,9.29,10.86,13.24,16.40,19.83,21.00,21.08,19.86,15.91,11.88,9.44
ARUNACHAL PRADESH,UPPER SUBANSIRI,Wet day frequency,2.01,3.18,4.09,7.06,11.52,14.50,15.97,13.96,11.21,5.01,1.96,1.02
ARUNACHAL PRADESH,UPPER SUBANSIRI,Diurnal temperature range,14.39,13.20,13.21,12.13,10.73,9.36,8.69,8.87,9.28,11.48,13.47,14.19
ARUNACHAL PRADESH,UPPER SUBANSIRI,Ground frost frequency,14.25,11.72,10.89,8.14,4.33,0.97,0.42,0.63,1.51,6.08,10.93,13.51
ARUNACHAL PRADESH,UPPER SUBANSIRI,Reference Crop Evapotranspiration,1.87,2.30,3.20,3.86,4.39,4.56,4.42,4.18,3.68,3.08,2.31,1.83
ARUNACHAL PRADESH,UPPER SUBANSIRI,Potential Evapotranspiration,3.78,4.08,4.96,5.51,5.97,5.81,5.53,5.32,5.00,4.97,4.35,3.83
ARUNACHAL PRADESH,WEST KAMENG,Precipitation,10.46,16.22,46.26,154.38,269.42,428.19,454.26,357.40,258.31,108.23,15.02,7.48
ARUNACHAL PRADESH,WEST KAMENG,Minimum temperature,4.98,7.11,10.79,14.03,16.60,19.53,20.50,20.35,19.38,15.91,11.00,6.63
ARUNACHAL PRADESH,WEST KAMENG,Average temperature,11.63,13.57,17.36,19.61,21.38,23.53,24.11,24.06,23.33,20.80,16.90,13.01
ARUNACHAL PRADESH,WEST KAMENG,Maximum temperature,18.31,20.07,23.97,25.22,26.20,27.56,27.75,27.80,27.32,25.74,22.83,19.42
